rubric,item_id,group,item,project,cohort,generation_rep,rating,score,item_max,score_type,state,repeat_ratings_disagree
rubric10-semantic,E7.3,Scientific Motivation and Funding Transparency,Funding Sources and Mechanisms Listed,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E7.3,Scientific Motivation and Funding Transparency,Funding Sources and Mechanisms Listed,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E7.3,Scientific Motivation and Funding Transparency,Funding Sources and Mechanisms Listed,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E7.3,Scientific Motivation and Funding Transparency,Funding Sources and Mechanisms Listed,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E7.3,Scientific Motivation and Funding Transparency,Funding Sources and Mechanisms Listed,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E7.4,Scientific Motivation and Funding Transparency,Grant IDs or Award Numbers Present,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E7.5,Scientific Motivation and Funding Transparency,Creators and Acknowledgements Documented,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.1,Technical Transparency (Data Collection and Processing),Collection Mechanisms and Settings Described,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.2,Technical Transparency (Data Collection and Processing),Data Acquisition Methods Listed,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CM4AI,v7,3,1,0,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CM4AI,v8,1,1,0,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CM4AI,v8,2,1,0,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",CM4AI,v8,3,1,0,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.3,Technical Transparency (Data Collection and Processing),"Preprocessing, Cleaning, Labeling, and Annotation Quality",VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,AI_READI,v7,1,1,0,1,binary,scored,no
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,AI_READI,v7,2,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,AI_READI,v7,3,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,AI_READI,v8,1,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,AI_READI,v8,2,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,AI_READI,v8,3,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CM4AI,v7,1,1,0,1,binary,scored,no
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CM4AI,v7,2,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CM4AI,v7,3,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CM4AI,v8,1,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CM4AI,v8,2,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,CM4AI,v8,3,1,0,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.4,Technical Transparency (Data Collection and Processing),Software and Tools Documented,VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",VOICE,v7,2,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",VOICE,v7,3,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",VOICE,v8,1,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",VOICE,v8,2,1,1,1,binary,scored,
rubric10-semantic,E8.5,Technical Transparency (Data Collection and Processing),"External Standards, Resources, and Imputation Protocols",VOICE,v8,3,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,AI_READI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,AI_READI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,AI_READI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,AI_READI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,AI_READI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,AI_READI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CHORUS,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CHORUS,v7,2,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CHORUS,v7,3,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CHORUS,v8,1,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CHORUS,v8,2,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CHORUS,v8,3,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CM4AI,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CM4AI,v7,2,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CM4AI,v7,3,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CM4AI,v8,1,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CM4AI,v8,2,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,CM4AI,v8,3,1,1,1,binary,scored,
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,VOICE,v7,1,1,1,1,binary,scored,no
rubric10-semantic,E9.1,Dataset Evaluation and Limitations Disclosure,Known Limitations Documented,VOICE,v7,2,1,1,1,binary,scored,
