project,method,type,file,total_score,max_score,percentage,cat1_structural,cat2_metadata,cat3_technical,cat4_fairness,question_scores
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/B2AI-Voice_DTUA_2025_d4d.yaml,8,84,9.5,8,0,0,0,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/github_eipm_bridge2ai-docs_README_row22_d4d.yaml,12,84,14.3,6,1,3,2,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:3/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:1/1"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/docs_google_com_document-d_row13_d4d.yaml,9,84,10.7,6,3,0,0,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:3/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/physionet_b2ai-voice_1.1_row17_d4d.yaml,13,84,15.5,8,1,0,4,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/github_eipm_bridge2ai-docs_row22_d4d.yaml,8,84,9.5,6,1,0,1,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/healthnexus_row13_d4d.yaml,8,84,9.5,6,1,0,1,"Q1:0/5,Q2:3/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/RePORT_RePORTER_VOICE_d4d.yaml,17,84,20.2,10,6,0,1,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/B2AI-Voice_DTUA_2025_2025-09-04_d4d.yaml,8,84,9.5,8,0,0,0,"Q1:0/5,Q2:5/5,Q3:3/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,claudecode_assistant,individual,data/d4d_individual/claudecode_assistant/VOICE/physionet_b2ai-voice_1.1_row14_d4d.yaml,35,84,41.7,13,9,8,5,"Q1:0/5,Q2:5/5,Q3:5/5,Q4:3/5,Q5:0/1,Q6:1/1,Q7:5/5,Q8:3/5,Q9:0/5,Q10:0/5,Q11:5/5,Q12:0/5,Q13:0/5,Q14:3/5,Q15:0/5,Q16:1/1,Q17:3/5,Q18:0/5,Q19:0/5,Q20:1/1"
VOICE,gpt5,individual,data/d4d_individual/gpt5/VOICE/healthnexus_d4d.yaml,3,84,3.6,3,0,0,0,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:0/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:0/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
VOICE,gpt5,individual,data/d4d_individual/gpt5/VOICE/physionet_b2ai-voice_1.1_d4d.yaml,38,84,45.2,4,5,21,8,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:1/1,Q6:0/1,Q7:0/5,Q8:5/5,Q9:0/5,Q10:0/5,Q11:5/5,Q12:3/5,Q13:5/5,Q14:5/5,Q15:3/5,Q16:0/1,Q17:3/5,Q18:0/5,Q19:5/5,Q20:0/1"
VOICE,gpt5,individual,data/d4d_individual/gpt5/VOICE/healthnexus_row13_d4d.yaml,5,84,6.0,3,1,0,1,"Q1:0/5,Q2:3/5,Q3:0/5,Q4:0/5,Q5:0/1,Q6:1/1,Q7:0/5,Q8:0/5,Q9:0/5,Q10:0/5,Q11:0/5,Q12:0/5,Q13:0/5,Q14:0/5,Q15:0/5,Q16:1/1,Q17:0/5,Q18:0/5,Q19:0/5,Q20:0/1"
