# Comprehensive SSSOM Mapping - ALL D4D Attributes
# Includes mapped, recommended, novel, free text, and unmapped attributes
# Date: 2026-04-09T10:17:24.818193
# Total attributes: 284
#
# Status breakdown:
#   free_text: 55
#   mapped: 63
#   novel_d4d: 45
#   recommended: 69
#   unmapped: 52
#
d4d_schema_path	subject_id	subject_label	predicate_id	rocrate_json_path	object_id	object_label	mapping_justification	confidence	comment	author_id	mapping_date	subject_source	object_source	mapping_set_id	mapping_set_version	mapping_status	d4d_description
Dataset.intended_uses	d4d:intended_uses	Intended Uses	skos:exactMatch	@graph[?@type='Dataset']['d4d:intended_uses']	d4d:intended_uses	intended_uses	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Explicit intended and recommended uses for this dataset. Complements future_use_impacts by focusing ...
Dataset.inter_annotator_agreement	d4d:inter_annotator_agreement	Inter Annotator Agreement	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Measure of agreement between annotators (e.g., Cohen's kappa, Fleiss' kappa, Krippendorff's alpha, p...
Dataset.inter_annotator_agreement_score	d4d:inter_annotator_agreement_score	Inter Annotator Agreement Score	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Measured agreement between annotators (e.g., Cohen's kappa value, Fleiss' kappa, Krippendorff's alph...
Dataset.involves_human_subjects	d4d:involves_human_subjects	Involves Human Subjects	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Does this dataset involve human subjects research?
Dataset.ip_restrictions	d4d:ip_restrictions	Ip Restrictions	skos:exactMatch	@graph[?@type='Dataset']['d4d:ip_restrictions']	d4d:ip_restrictions	ip_restrictions	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Intellectual property restrictions on dataset use or redistribution. IPRestrictions object from the ...
Dataset.irb_approval	d4d:irb_approval	Irb Approval	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Was Institutional Review Board (IRB) approval obtained? Include approval number and institution if a...
Dataset.is_data_split	d4d:is_data_split	Is Data Split	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Is this subset a split of the larger dataset, e.g., is it a set for model training, testing, or vali...
Dataset.is_deidentified	d4d:is_deidentified	Is Deidentified	skos:exactMatch	@graph[?@type='Dataset']['d4d:is_deidentified']	d4d:is_deidentified	is_deidentified	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	De-identification status and procedures applied to the dataset. Deidentification object describing w...
Dataset.is_direct	d4d:is_direct	Is Direct	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Whether collection was direct from individuals.
Dataset.is_identifier	d4d:is_identifier	Is Identifier	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Indicates whether this variable serves as a unique identifier or key for records in the dataset.
Dataset.is_random	d4d:is_random	Is Random	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Indicates whether the sample is random.
Dataset.is_representative	d4d:is_representative	Is Representative	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"Indicates whether the sample is representative of the larger set.
"
Dataset.is_sample	d4d:is_sample	Is Sample	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Indicates whether it is a sample of a larger set.
Dataset.is_sensitive	d4d:is_sensitive	Is Sensitive	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Indicates whether this variable contains sensitive information (e.g., personal data, protected healt...
Dataset.is_shared	d4d:is_shared	Is Shared	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Boolean indicating whether the dataset is distributed to parties external to the dataset-creating en...
Dataset.is_subpopulation	d4d:is_subpopulation	Is Subpopulation	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Is this subset a subpopulation of the larger dataset, e.g., is it a set of data for a specific demog...
Dataset.is_tabular	d4d:is_tabular	Is Tabular	skos:narrowMatch	@graph[?@type='Dataset']['encodingFormat']	schema:encodingFormat	encodingFormat	semapv:ManualMappingCuration	0.8	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Whether the dataset is in tabular format (rows and columns). True if the data is structured as a tab...
Dataset.issued	d4d:issued	Issued	skos:exactMatch	@graph[?@type='Dataset']['datePublished']	schema:datePublished	datePublished	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Date of formal issuance or publication of the resource.
Dataset.keywords	d4d:keywords	Keywords	skos:exactMatch	@graph[?@type='Dataset']['keywords']	schema:keywords	keywords	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Keywords or tags describing the resource for discovery and classification.
Dataset.known_biases	d4d:known_biases	Known Biases	skos:exactMatch	@graph[?@type='Dataset']['d4d:known_biases']	d4d:known_biases	known_biases	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Known biases present in the dataset that may affect fairness, representativeness, or model performan...
Dataset.known_limitations	d4d:known_limitations	Known Limitations	skos:exactMatch	@graph[?@type='Dataset']['d4d:known_limitations']	d4d:known_limitations	known_limitations	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Known limitations of the dataset that may affect its use or interpretation. Distinct from biases (sy...
Dataset.label	d4d:label	Label	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"Is there a label or target associated with each instance?
"
Dataset.label_description	d4d:label_description	Label Description	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"If labeled, what pattern or format do labels follow?
"
Dataset.labeling_details	d4d:labeling_details	Labeling Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of the labeling or annotation procedures, including annotation guidelines, tas...
Dataset.labeling_strategies	d4d:labeling_strategies	Labeling Strategies	skos:exactMatch	@graph[?@type='Dataset']['d4d:labeling_strategies']	d4d:labeling_strategies	labeling_strategies	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Labeling or annotation methodologies applied to the data. List of LabelingStrategy objects from the ...
Dataset.language	d4d:language	Language	skos:exactMatch	@graph[?@type='Dataset']['inLanguage']	schema:inLanguage	inLanguage	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Language in which the information is expressed.
Dataset.last_updated_on	d4d:last_updated_on	Last Updated On	skos:exactMatch	@graph[?@type='Dataset']['dateModified']	schema:dateModified	dateModified	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	The date and time when the resource was most recently modified or updated.
Dataset.latest_version_doi	d4d:latest_version_doi	Latest Version Doi	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	DOI or URL identifying the latest version of this dataset (e.g., '10.5281/zenodo.1234567' for a DOI ...
Dataset.license	d4d:license	License	skos:exactMatch	@graph[?@type='Dataset']['license']	schema:license	license	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	"The legal license under which the resource is made available (e.g., ""MIT"", ""CC-BY-4.0"")."
Dataset.license_and_use_terms	d4d:license_and_use_terms	License And Use Terms	skos:exactMatch	@graph[?@type='Dataset']['d4d:license_and_use_terms']	d4d:license_and_use_terms	license_and_use_terms	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	License and usage terms governing dataset access and use. LicenseAndUseTerms object from the Data Go...
Dataset.license_terms	d4d:license_terms	License Terms	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Description of the dataset's license and terms of use, including links, costs, or usage constraints ...
Dataset.limitation_description	d4d:limitation_description	Limitation Description	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Detailed description of the limitation and its implications.
"
Dataset.limitation_type	d4d:limitation_type	Limitation Type	skos:closeMatch	@graph[?@type='Dataset']['temporalCoverage']	schema:temporalCoverage	temporalCoverage	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	"Category of limitation (e.g., scope, coverage, temporal, methodological).
"
Dataset.machine_annotation_tools	d4d:machine_annotation_tools	Machine Annotation Tools	skos:closeMatch	@graph[?@type='Dataset']['rai:machineAnnotationTools']	rai:machineAnnotationTools	machineAnnotationTools	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Automated annotation tools used in dataset creation.
Dataset.maintainer_details	d4d:maintainer_details	Maintainer Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of the organization, team, or individual responsible for maintaining the datas...
Dataset.maintainers	d4d:maintainers	Maintainers	skos:relatedMatch	@graph[?@type='Dataset']['maintainer']	schema:maintainer	maintainer	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Individuals or organizations responsible for maintaining the dataset. List of Maintainer objects fro...
Dataset.maximum_value	d4d:maximum_value	Maximum Value	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	The maximum value that the variable can take. Applicable to numeric variables.
Dataset.md5	d4d:md5	Md5	skos:exactMatch	@graph[?@type='Dataset']['evi:md5']	evi:md5	md5	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/EVI#	d4d-rocrate-comprehensive-v1	1.0	mapped	MD5 hash value of the data (128-bit cryptographic hash).
Dataset.measurement_technique	d4d:measurement_technique	Measurement Technique	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	"The technique or method used to measure this variable. Examples: ""mass spectrometry"", ""self-report s..."
Dataset.mechanism_details	d4d:mechanism_details	Mechanism Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of the specific mechanisms or procedures used to collect the data (e.g., hardw...
Dataset.media_type	d4d:media_type	Media Type	skos:closeMatch	@graph[?@type='Dataset']['encodingFormat']	schema:encodingFormat	encodingFormat	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	The media type of the data. This should be a MIME type.
Dataset.method	d4d:method	Method	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Method used for de-identification (e.g., HIPAA Safe Harbor).
Dataset.minimum_value	d4d:minimum_value	Minimum Value	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	The minimum value that the variable can take. Applicable to numeric variables.
Dataset.missing	d4d:missing	Missing	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Description of the missing data fields or elements.
"
Dataset.missing_data_causes	d4d:missing_data_causes	Missing Data Causes	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Known or suspected causes of missing data (e.g., sensor failures, participant dropout, privacy const...
Dataset.missing_data_documentation	d4d:missing_data_documentation	Missing Data Documentation	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Documentation of missing data patterns and handling strategies.
Dataset.missing_data_patterns	d4d:missing_data_patterns	Missing Data Patterns	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Description of patterns in missing data (e.g., missing completely at random, missing at random, miss...
Dataset.missing_information	d4d:missing_information	Missing Information	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"References to one or more MissingInfo objects describing missing data.
"
Dataset.missing_value_code	d4d:missing_value_code	Missing Value Code	skos:closeMatch	@graph[?@type='Dataset']['variableMeasured']	schema:variableMeasured	variableMeasured	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	"Code(s) used to represent missing values for this variable. Examples: ""NA"", ""-999"", ""null"", """". Mult..."
Dataset.mitigation_strategy	d4d:mitigation_strategy	Mitigation Strategy	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	"Steps taken or recommended to mitigate this bias.
"
Dataset.modified_by	d4d:modified_by	Modified By	skos:closeMatch	@graph[?@type='Dataset']['contributor']	schema:contributor	contributor	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	A person or organization that contributed to modifying or updating the resource.
Dataset.name	d4d:name	Name	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	A human-readable name for a thing.
Dataset.notification_details	d4d:notification_details	Notification Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of how individuals were notified about data collection, including the notifica...
Dataset.orcid	d4d:orcid	Orcid	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	ORCID (Open Researcher and Contributor ID) - a persistent digital identifier for researchers. Format...
Dataset.other_compliance	d4d:other_compliance	Other Compliance	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Other regulatory compliance frameworks applicable to this dataset (e.g., CCPA, PIPEDA, industry-spec...
Dataset.other_tasks	d4d:other_tasks	Other Tasks	skos:exactMatch	@graph[?@type='Dataset']['rai:dataUseCases']	rai:dataUseCases	dataUseCases	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Additional tasks the dataset may support beyond its original intent. List of OtherTask objects from ...
Dataset.page	d4d:page	Page	skos:exactMatch	@graph[?@type='Dataset']['url']	schema:url	url	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	A landing page or web page providing access to or information about the resource.
Dataset.parent_datasets	d4d:parent_datasets	Parent Datasets	skos:exactMatch	@graph[?@type='Dataset']['isPartOf']	schema:isPartOf	isPartOf	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Parent datasets that this dataset is part of or derived from. Enables hierarchical dataset compositi...
Dataset.participant_compensation	d4d:participant_compensation	Participant Compensation	skos:exactMatch	@graph[?@type='Dataset']['d4d:participant_compensation']	d4d:participant_compensation	participant_compensation	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Information about compensation or incentives provided to human research participants.
Dataset.participant_privacy	d4d:participant_privacy	Participant Privacy	skos:closeMatch	@graph[?@type='Dataset']['rai:personalSensitiveInformation']	rai:personalSensitiveInformation	personalSensitiveInformation	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Information about privacy protections and anonymization procedures for human research participants.
Dataset.path	d4d:path	Path	skos:narrowMatch	@graph[?@type='Dataset']['contentUrl']	schema:contentUrl	contentUrl	semapv:ManualMappingCuration	0.8	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	The file path or URL where the content is located.
Dataset.precision	d4d:precision	Precision	skos:closeMatch	@graph[?@type='Dataset']['variableMeasured']	schema:variableMeasured	variableMeasured	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	The precision or number of decimal places for numeric variables.
Dataset.preprocessing_details	d4d:preprocessing_details	Preprocessing Details	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Free-text description of preprocessing steps applied to the data, including tools used, parameters, ...
Dataset.preprocessing_strategies	d4d:preprocessing_strategies	Preprocessing Strategies	skos:exactMatch	@graph[?@type='Dataset']['d4d:preprocessing_strategies']	d4d:preprocessing_strategies	preprocessing_strategies	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Preprocessing steps applied to the raw data. List of PreprocessingStrategy objects from the Preproce...
Dataset.principal_investigator	d4d:principal_investigator	Principal Investigator	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	A key individual (Principal Investigator) responsible for or overseeing dataset creation.
Dataset.privacy_techniques	d4d:privacy_techniques	Privacy Techniques	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	What privacy-preserving techniques were applied (e.g., differential privacy, k-anonymity, data maski...
Dataset.prohibited_uses	d4d:prohibited_uses	Prohibited Uses	skos:exactMatch	@graph[?@type='Dataset']['d4d:prohibited_uses']	d4d:prohibited_uses	prohibited_uses	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-04-09	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Explicitly prohibited or forbidden uses for this dataset. Stronger than discouraged_uses - these are...
